agent,sub,episode,opponent,opp_final_rating,opp_archetype,opp_major,win,seat,steps
Ogerpon,55565273,97611453,tttzof351,921.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,123
Ogerpon,55565273,97608808,tokk,897.2,Alakazam,Alakazam,1,1,147
Ogerpon,55565273,97602449,Airプ,847.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,167
Ogerpon,55565273,97590621,没落者,769.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,166
Ogerpon,55565273,97585313,Slopémon,980.1,Ogerpon,Ogerpon,0,1,116
Ogerpon,55565273,97572999,Mega LayerEX,957.4,Ogerpon,Ogerpon,0,1,145
Ogerpon,55565273,97570718,ojicat,802.1,Dragapult,Dragapult,0,1,192
Ogerpon,55565273,97566855,AReg,944.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,165
Ogerpon,55565273,97557093,Ryoji.Yokosawa,521.2,Dragapult,Dragapult,1,0,126
Ogerpon,55565273,97546695,Luon may Man,881.1,Ogerpon,Ogerpon,0,0,148
Ogerpon,55565273,97547358,Kaileh57,900.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,208
Ogerpon,55565273,97534895,Raunak Dey,808.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,126
Ogerpon,55565273,97522588,Rikito Kanda,947.3,Froslass+Lopunny,Lopunny,0,1,100
Ogerpon,55565273,97510613,pokewaves,916.1,Alakazam,Alakazam,0,0,142
Ogerpon,55565273,97510763,Ty-Yuki,831.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,133
Ogerpon,55565273,97498951,Arti-fish-ial Intelligence,875.9,Froslass+Lopunny,Lopunny,0,0,137
Ogerpon,55565273,97498879,Ochir Dorzhiev,931.1,Kangaskhan+Ogerpon,Kangaskhan,0,1,102
Ogerpon,55565273,97487076,yash bhaskar,840.7,Grimmsnarl+Froslass,Grimmsnarl,0,0,105
Ogerpon,55565273,97484905,flaty,865.3,Garchomp,Garchomp,1,1,81
Ogerpon,55565273,97476761,Kim Jinseo,860.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,158
Ogerpon,55565273,97462933,Olegolas1,795.3,Garchomp,Garchomp,1,0,120
Ogerpon,55565273,97464958,Vladislav Kolesov,791.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,182
Ogerpon,55565273,97458033,Eggplanck,833.2,Froslass+Starmie,other,0,0,81
Ogerpon,55565273,97446169,Xander,854.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,197
Ogerpon,55565273,97433874,Biubiu,806.2,Alakazam,Alakazam,1,0,164
Ogerpon,55565273,97422005,yuya,797.4,Grimmsnarl+Froslass,Grimmsnarl,0,1,104
Ogerpon,55565273,97415282,jiatu.l,932.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,154
Ogerpon,55565273,97414872,John doe,777.6,Starmie+Cinderace,other,1,1,93
Ogerpon,55565273,97403446,flaty,865.3,Garchomp,Garchomp,0,1,68
Ogerpon,55565273,97391648,Machine_e1,838.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,145
Ogerpon,55565273,97382872,Shaw Sebastian,865.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,144
Ogerpon,55565273,97371060,Charmander & Meowth,995.0,Froslass+Lopunny,Lopunny,0,0,128
Ogerpon,55565273,97359236,neibyr,922.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,159
Ogerpon,55565273,97346903,llkarill,966.3,Ogerpon,Ogerpon,0,0,162
Ogerpon,55565273,97335064,Maciej Sypetkowski,928.1,Grimmsnarl+Froslass,Grimmsnarl,0,1,80
Ogerpon,55565273,97332694,r1ck.sync,852.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,131
Ogerpon,55565273,97325639,photunix,772.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,180
Ogerpon,55565273,97325952,pokuman,930.7,Dragapult,Dragapult,1,0,141
Ogerpon,55565273,97313782,vadek,785.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,173
Ogerpon,55565273,97311916,共逐荣光,918.2,Kangaskhan+Ogerpon,Kangaskhan,0,0,146
Ogerpon,55565273,97306026,Ash Kecap,907.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,184
Ogerpon,55565273,97302816,HD h Joratos,926.2,Alakazam,Alakazam,0,0,105
Ogerpon,55565273,97291033,peeta pit,828.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,175
Ogerpon,55565273,97278750,haonan zhengh,790.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,171
Ogerpon,55565273,97266929,Rostislav,845.5,Alakazam,Alakazam,0,1,134
Ogerpon,55565273,97266569,Roy Lo TW,881.2,Ogerpon,Ogerpon,0,1,139
Ogerpon,55565273,97254778,LULI24,883.0,Archaludon+Cinderace,Archaludon,0,0,163
Ogerpon,55565273,97253384,Dakuma,1035.5,Dragapult,Dragapult,1,0,184
Ogerpon,55565273,97242937,aknomura,838.8,Alakazam,Alakazam,0,0,51
Ogerpon,55565273,97230621,Kilupy,908.1,Dragapult,Dragapult,1,0,146
Ogerpon,55565273,97224622,squirtles,897.2,Alakazam,Alakazam,0,1,186
Ogerpon,55565273,97222562,Athar Sayed,810.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,138
Ogerpon,55565273,97220436,Junhua Yang,851.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,164
Ogerpon,55565273,97218657,Kailee Hamre,878.4,Kangaskhan,Kangaskhan,1,1,140
Ogerpon,55565273,97208858,Murat Kolic,822.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,128
Ogerpon,55565273,97195149,Concord_k(食饭master),908.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,174
Ogerpon,55565273,97195728,GUOHAOYANG,993.2,Dragapult,Dragapult,0,0,228
Ogerpon,55565273,97196515,Shiner,838.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,148
Ogerpon,55565273,97183940,onick_man,910.7,Grimmsnarl+Froslass,Grimmsnarl,0,1,85
Ogerpon,55565273,97171630,six seven,927.6,Kangaskhan,Kangaskhan,0,0,127
Ogerpon,55565273,97159720,L7n,809.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,136
Ogerpon,55565273,97148797,IPL,882.4,Garchomp,Garchomp,1,1,166
Ogerpon,55565273,97148689,Gerar Del Toro,775.1,Alakazam,Alakazam,1,0,170
Ogerpon,55565273,97136861,Bulba-Zero,854.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,151
Ogerpon,55565273,97125074,AMOONGUSS,915.0,Dragapult,Dragapult,0,0,136
Ogerpon,55565273,97113260,TalentAI,818.8,Archaludon+Cinderace,Archaludon,0,1,72
Ogerpon,55565273,97112165,TomoyaM,844.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,173
Ogerpon,55565273,97100327,Vladi Ivanov,847.7,Grimmsnarl+Froslass,Grimmsnarl,0,0,77
Ogerpon,55565273,97088476,pacific_diesel,794.5,Kangaskhan+Ogerpon,Kangaskhan,0,1,151
Ogerpon,55565273,97076658,fsun,,Froslass+Lopunny,Lopunny,0,0,170
Ogerpon,55565273,97075231,tianwen zhang1,825.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,186
Ogerpon,55565273,97063396,tw_shin,955.3,Ogerpon,Ogerpon,0,0,45
Ogerpon,55565273,97051603,shyjin,920.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,169
Ogerpon,55565273,97051508,K.Yoshida,889.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,133
Ogerpon,55565273,97039220,Team BlackBox,825.0,Grimmsnarl+Froslass,Grimmsnarl,0,1,65
Ogerpon,55565273,97027375,Yan,888.9,Ogerpon,Ogerpon,0,1,141
Ogerpon,55565273,97015528,DaoHe Liu,832.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,100
Ogerpon,55565273,97003710,[RU] Kirill Makhankov,906.3,Dragapult,Dragapult,0,1,254
Ogerpon,55565273,96995059,tktkyamyam,928.1,Ogerpon,Ogerpon,0,0,141
Ogerpon,55565273,96995397,gemelom,881.8,Kangaskhan,Kangaskhan,0,1,125
Ogerpon,55565273,96995924,PangMinShih,798.1,Alakazam,Alakazam,0,0,131
Ogerpon,55565273,96983448,cqupt_sdq,786.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,149
Ogerpon,55565273,96971623,yq line,730.6,Great Tusk,other,0,0,100
Ogerpon,55565273,96959316,Royce Smart,916.3,Dragapult,Dragapult,0,0,170
Ogerpon,55565273,96954319,Tagir Analyzes,845.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,173
Ogerpon,55565273,96945746,Seho.Connect,896.4,Grimmsnarl+Froslass,Grimmsnarl,0,1,153
Ogerpon,55565273,96942362,LinZihanAdam,830.6,Grimmsnarl+Froslass,Grimmsnarl,0,0,163
Ogerpon,55565273,96930536,Where is my orbit,968.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,176
Ogerpon,55565273,96924435,CMK,816.2,Alakazam,Alakazam,1,0,121
Ogerpon,55565273,96921951,Sheehan Brothers,922.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,159
Ogerpon,55565273,96918371,Yusuraume,816.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,129
Ogerpon,55565273,96906553,huaiyuyoung,922.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,174
Ogerpon,55565273,96894721,Jonathan Simone,834.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,159
Ogerpon,55565273,96882908,Powerful Hand Club,892.1,Alakazam,Alakazam,0,1,45
Ogerpon,55565273,96877219,Komil Parmar,965.0,Froslass+Lopunny,Lopunny,0,0,172
Ogerpon,55565273,96865369,Rare Candy Lab 🍬,923.3,Ogerpon,Ogerpon,0,0,67
Ogerpon,55565273,96864961,Mega LayerEX,957.4,Ogerpon,Ogerpon,0,1,153
Ogerpon,55565273,96861056,dai2,855.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,154
Ogerpon,55565273,96849225,hoshippi,823.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,142
Ogerpon,55565273,96844750,Ivan Aleksandrov,819.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,204
Ogerpon,55565273,96832964,Abhyuday + Sebastian,983.8,Alakazam,Alakazam,0,0,176
Ogerpon,55565273,96832523,DittleDev,884.8,Grimmsnarl+Froslass,Grimmsnarl,0,1,183
Ogerpon,55565273,96825718,YIN,884.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,163
Ogerpon,55565273,96824190,Maxim Simakov,895.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,168
Ogerpon,55565273,96812306,Nicolas Gomasjaya,884.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,132
Ogerpon,55565273,96803787,MoriBob,923.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,180
Ogerpon,55565273,96801546,Changyuan Chen,914.5,Ogerpon,Ogerpon,1,0,134
Ogerpon,55565273,96792942,Maximum Beltry,800.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,148
Ogerpon,55565273,96784812,Gronk,845.4,Kangaskhan,Kangaskhan,0,1,137
Ogerpon,55565273,96782132,Özgür Deniz,811.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,134
Ogerpon,55565273,96769799,Zenith Ye,849.1,Lucario,Lucario,1,1,155
Ogerpon,55565273,96759318,junjun,975.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,135
Ogerpon,55565273,96755258,aoi_sugawara,791.9,Alakazam,Alakazam,1,1,178
Ogerpon,55565273,96743450,qi yun,777.4,Alakazam,Alakazam,0,1,100
Ogerpon,55565273,96731136,Nikita Babych,811.6,Garchomp,Garchomp,1,1,157
Ogerpon,55565273,96723532,vvs,1043.0,Alakazam,Alakazam,0,0,159
Ogerpon,55565273,96718632,Sholto Armstrong,701.1,Kangaskhan,Kangaskhan,0,1,128
Ogerpon,55565273,96714500,haruto,942.5,Alakazam,Alakazam,0,0,106
Ogerpon,55565273,96707903,Andrew9603,868.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,150
Ogerpon,55565273,96696161,pikachu,1043.3,Ogerpon,Ogerpon,0,0,134
Ogerpon,55565273,96684314,Yanis Belami,783.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,230
Ogerpon,55565273,96671970,DECEM,974.8,Dragapult,Dragapult,0,1,189
Ogerpon,55565273,96660142,rikakei_no_otaku,699.2,Lucario,Lucario,0,0,142
Ogerpon,55565273,96648323,fredpk,817.6,Dragapult,Dragapult,1,0,198
Ogerpon,55565273,96636480,h_noson,877.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,172
Ogerpon,55565273,96624635,隔壁老王,955.6,Alakazam,Alakazam,0,0,166
Ogerpon,55565273,96622856,1q,,Grimmsnarl+Froslass,Grimmsnarl,0,1,83
Ogerpon,55565273,96610996,cm391,944.2,(other),other,0,0,47
Ogerpon,55565273,96598719,Pika-Zard,882.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,184
Ogerpon,55565273,96596307,LULI24,883.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,141
Ogerpon,55565273,96584471,控制一些扫福瑞,853.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,120
Ogerpon,55565273,96572670,GPT-5.6 Sol🏆,971.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,144
Ogerpon,55565273,96560848,Himanshu Pandey,132.3,(other),other,1,0,39
Ogerpon,55565273,96548522,today,822.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,164
Ogerpon,55565273,96536580,water joe,823.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,124
Ogerpon,55565273,96531539,Nozomi Maki,631.2,Archaludon+Cinderace,Archaludon,0,1,160
Ogerpon,55565273,96519224,Matsu,880.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,146
Ogerpon,55565273,96513263,porply,891.5,Dragapult,Dragapult,0,0,160
Ogerpon,55565273,96500944,Pushu?,936.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,186
Ogerpon,55565273,96498270,Igor V,845.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,156
Ogerpon,55565273,96488780,Ryota1216,729.8,Alakazam,Alakazam,1,0,156
Ogerpon,55565273,96476950,r1ck.sync,852.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,141
Ogerpon,55565273,96465110,Team KASA.,1056.6,Alakazam,Alakazam,0,1,128
Ogerpon,55565273,96452828,SORA,922.3,Ogerpon,Ogerpon,0,0,162
Ogerpon,55565273,96441024,Ty-Yuki,831.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,152
Ogerpon,55565273,96429246,from mlgang with love,826.3,Alakazam,Alakazam,0,1,125
Ogerpon,55565273,96420762,tamryow,846.0,Alakazam,Alakazam,0,1,197
Ogerpon,55565273,96408945,[RU] Kirill Makhankov,906.3,Dragapult,Dragapult,0,1,196
Ogerpon,55565273,96408525,浅田浩一,938.2,Alakazam,Alakazam,0,0,102
Grimmsnarl,55565063,104458513,李BCDEFGA,826.4,Alakazam,Alakazam,1,0,186
Grimmsnarl,55565063,104449890,Yu Bo yuan,832.5,Grimmsnarl+Froslass,Grimmsnarl,0,1,159
Grimmsnarl,55565063,104438361,Fakble 6,773.8,Kangaskhan,Kangaskhan,0,1,188
Grimmsnarl,55565063,104426786,tc-al,945.5,Ogerpon,Ogerpon,0,1,157
Grimmsnarl,55565063,104418811,Jay Shrivastava,840.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,244
Grimmsnarl,55565063,104416543,Kohecchi,893.2,Alakazam,Alakazam,1,1,192
Grimmsnarl,55565063,104407173,電気通信ポケモン大学,795.6,Archaludon+Cinderace,Archaludon,1,1,196
Grimmsnarl,55565063,104395614,Elooquence,820.3,Grimmsnarl+Froslass,Grimmsnarl,0,1,193
Grimmsnarl,55565063,104383627,rode,868.1,Lucario,Lucario,0,0,193
Grimmsnarl,55565063,104372023,AlphaKarpZero,893.3,Grimmsnarl+Froslass,Grimmsnarl,0,1,189
Grimmsnarl,55565063,104360477,KentoKuri,829.5,(other),other,1,1,141
Grimmsnarl,55565063,104355363,LinZihanAdam,830.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,146
Grimmsnarl,55565063,104347745,Jackylw,773.9,Archaludon+Cinderace,Archaludon,1,0,191
Grimmsnarl,55565063,104336187,hoshippi,823.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,228
Grimmsnarl,55565063,104324613,kazuki0123,882.8,Kangaskhan+Ogerpon,Kangaskhan,1,1,175
Grimmsnarl,55565063,104322666,Hirotaka Sugawara,833.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,210
Grimmsnarl,55565063,104320967,kernlst92,827.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,197
Grimmsnarl,55565063,104309404,kuromoka,834.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,203
Grimmsnarl,55565063,104297431,Farhan Abid,730.7,Alakazam,Alakazam,1,1,191
Grimmsnarl,55565063,104297848,We Only Played Red,868.3,Kangaskhan+Ogerpon,Kangaskhan,0,0,171
Grimmsnarl,55565063,104296531,kigasudayooo,904.1,Alakazam,Alakazam,1,1,186
Grimmsnarl,55565063,104293576,David Goldrajch,799.8,Grimmsnarl+Froslass,Grimmsnarl,0,1,148
Grimmsnarl,55565063,104291510,PokeMasters,776.2,Alakazam,Alakazam,1,1,158
Grimmsnarl,55565063,104279933,Samrish B,769.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,175
Grimmsnarl,55565063,104267907,yasu,818.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,186
Grimmsnarl,55565063,104256277,NoOne,883.6,Alakazam,Alakazam,1,1,186
Grimmsnarl,55565063,104249847,Sijin Yu,819.2,Grimmsnarl+Froslass,Grimmsnarl,0,1,165
Grimmsnarl,55565063,104238232,from mlgang with love,826.3,Alakazam,Alakazam,0,1,123
Grimmsnarl,55565063,104226665,aoi1222,789.1,Lucario,Lucario,0,0,176
Grimmsnarl,55565063,104215119,Lemons,876.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,187
Grimmsnarl,55565063,104205951,Suyash Verma 🏆,848.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,164
Grimmsnarl,55565063,104193938,Tarang222,950.9,Grimmsnarl+Froslass,Grimmsnarl,0,0,264
Grimmsnarl,55565063,104189526,Stocks152,828.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,195
Grimmsnarl,55565063,104189243,ShumingFang,723.9,Archaludon+Cinderace,Archaludon,1,0,168
Grimmsnarl,55565063,104178135,Sam Branham,743.1,Alakazam,Alakazam,0,1,186
Grimmsnarl,55565063,104166356,PRMNC,696.5,Alakazam,Alakazam,1,0,174
Grimmsnarl,55565063,104166541,manase0,816.1,Grimmsnarl+Froslass,Grimmsnarl,0,0,182
Grimmsnarl,55565063,104162776,Dhruv Bansal,715.1,Archaludon+Cinderace,Archaludon,1,1,156
Grimmsnarl,55565063,104161775,pokemon experts🙆‍♀️,797.7,(other),other,1,1,151
Grimmsnarl,55565063,104151207,Xman,850.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,172
Grimmsnarl,55565063,104146566,Xman,850.5,Grimmsnarl+Froslass,Grimmsnarl,0,1,219
Grimmsnarl,55565063,104134767,Aleix López,824.7,Alakazam,Alakazam,1,0,203
Grimmsnarl,55565063,104134939,Waha,361.1,Lucario,Lucario,0,0,109
Grimmsnarl,55565063,104123350,藤田　佑,838.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,138
Grimmsnarl,55565063,104121297,atsushi11o7,965.0,Grimmsnarl+Froslass,Grimmsnarl,0,1,200
Grimmsnarl,55565063,104117452,HD h Joratos,926.2,Alakazam,Alakazam,0,1,146
Grimmsnarl,55565063,104114965,qliqian,724.3,Alakazam,Alakazam,1,1,185
Grimmsnarl,55565063,104103465,apat1n,748.6,Alakazam,Alakazam,1,0,207
Grimmsnarl,55565063,104091377,xiaoxin01,785.4,Alakazam,Alakazam,0,0,153
Grimmsnarl,55565063,104088746,Souya__1234,872.3,Kangaskhan,Kangaskhan,0,0,108
Grimmsnarl,55565063,104077222,Rocket is All You Need,870.9,Grimmsnarl+Froslass,Grimmsnarl,0,1,234
Grimmsnarl,55565063,104068482,jbreezy,839.7,Grimmsnarl+Froslass,Grimmsnarl,0,0,182
Grimmsnarl,55565063,104066275,pacific_diesel,794.5,Kangaskhan+Ogerpon,Kangaskhan,0,0,118
Grimmsnarl,55565063,104054729,kurushun,795.1,Grimmsnarl+Froslass,Grimmsnarl,0,0,203
Grimmsnarl,55565063,104053115,Veniamin Nelin,834.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,168
Grimmsnarl,55565063,104042337,suguuuuu & hiehie,945.9,(other),other,0,1,205
Grimmsnarl,55565063,104031922,Corgi-Samoyed,915.6,(other),other,1,1,149
Grimmsnarl,55565063,104031050,Chikuwabu,870.4,Grimmsnarl+Froslass,Grimmsnarl,0,0,163
Grimmsnarl,55565063,104019494,Dueye,828.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,219
Grimmsnarl,55565063,104014223,kk.sky.9k,809.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,184
Grimmsnarl,55565063,104011977,Guenoir,541.8,Starmie+Cinderace,other,1,0,88
Grimmsnarl,55565063,104013016,ocotopus,851.3,Grimmsnarl+Froslass,Grimmsnarl,0,0,175
Grimmsnarl,55565063,104001449,Victor @ Tufa Labs,840.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,177
Grimmsnarl,55565063,103989871,argon-nyango,714.6,Alakazam,Alakazam,0,1,189
Grimmsnarl,55565063,103978324,Cabrera Consulting Group,789.7,Alakazam,Alakazam,0,1,180
Grimmsnarl,55565063,103976581,Julian,830.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,187
Grimmsnarl,55565063,103973101,ポケカ前線,872.8,Dragapult,Dragapult,1,0,220
Grimmsnarl,55565063,103961489,yosuke kurosu,567.6,Lucario,Lucario,1,1,146
Grimmsnarl,55565063,103949948,AK #2,687.6,Archaludon+Cinderace,Archaludon,1,1,184
Grimmsnarl,55565063,103947295,poijio,834.1,Grimmsnarl+Froslass,Grimmsnarl,0,1,200
Grimmsnarl,55565063,103948126,puraza,842.3,Lopunny,Lopunny,1,0,205
Grimmsnarl,55565063,103935271,sakaitt,822.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,167
Grimmsnarl,55565063,103933861,Vishesh Banna,809.5,Grimmsnarl+Froslass,Grimmsnarl,0,1,197
Grimmsnarl,55565063,103921849,shini47,789.9,Froslass+Starmie,other,1,1,132
Grimmsnarl,55565063,103910254,kose maeno,699.0,Alakazam,Alakazam,1,1,130
Grimmsnarl,55565063,103898648,S RＴmeg7,775.3,Grimmsnarl,Grimmsnarl,0,0,191
Grimmsnarl,55565063,103887021,strayuru,677.6,(other),other,0,0,188
Grimmsnarl,55565063,103886650,TFA Alliance,833.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,210
Grimmsnarl,55565063,103880093,Felipe Garcia,756.5,(other),other,0,0,135
Grimmsnarl,55565063,103868053,Dapp,774.9,Alakazam,Alakazam,1,1,179
Grimmsnarl,55565063,103856310,esu_oshawott,207.5,(other),other,1,1,87
Grimmsnarl,55565063,103844480,aurnik,774.2,Alakazam,Alakazam,1,0,187
Grimmsnarl,55565063,103832447,MHIMDI Mouhib,858.1,Grimmsnarl,Grimmsnarl,1,0,189
Grimmsnarl,55565063,103827532,victor,730.3,Archaludon+Cinderace,Archaludon,1,0,188
Grimmsnarl,55565063,103816004,Shaw Sebastian,865.7,Grimmsnarl+Froslass,Grimmsnarl,0,0,210
Grimmsnarl,55565063,103804412,shiratama,819.4,Alakazam,Alakazam,1,0,183
Grimmsnarl,55565063,103792314,macaron,618.1,Lucario,Lucario,1,0,141
Grimmsnarl,55565063,103780716,Eli_Zohar_BIU,752.8,(other),other,0,0,126
Grimmsnarl,55565063,103769206,sliver,860.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,160
Grimmsnarl,55565063,103757346,Baidalin Adilzhan [dsml.kz],832.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,195
Grimmsnarl,55565063,103757657,Hải Đăng,749.9,Lucario,Lucario,0,0,162
Grimmsnarl,55565063,103746044,Skyraider,961.2,Alakazam,Alakazam,1,0,185
Grimmsnarl,55565063,103742358,Syljun0717,670.7,Archaludon+Cinderace,Archaludon,1,0,174
Grimmsnarl,55565063,103730809,Small shrimp in the rivers and lakes,729.5,Alakazam,Alakazam,1,1,163
Grimmsnarl,55565063,103726483,Liku Shioya,466.5,(other),other,1,0,115
Grimmsnarl,55565063,103714927,Nikita Babych,811.6,Garchomp,Garchomp,0,1,182
Grimmsnarl,55565063,103707000,akr2428,779.3,Archaludon+Cinderace,Archaludon,0,0,104
Grimmsnarl,55565063,103701597,Muheng,857.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,298
Grimmsnarl,55565063,103689614,Sophie555,829.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,235
Grimmsnarl,55565063,103686544,AidenSong123,823.0,Grimmsnarl+Froslass,Grimmsnarl,0,0,204
Grimmsnarl,55565063,103683620,tetsu31,542.8,Dragapult,Dragapult,1,0,166
Grimmsnarl,55565063,103685188,payanotty,818.8,Grimmsnarl+Froslass,Grimmsnarl,0,0,201
Grimmsnarl,55565063,103675577,rick11224,840.6,Froslass+Lopunny,Lopunny,0,1,25
Grimmsnarl,55565063,103673627,Saulo Quiñones Góngora,832.7,Alakazam,Alakazam,0,1,141
Grimmsnarl,55565063,103666146,menace369,723.2,Alakazam,Alakazam,1,1,202
Grimmsnarl,55565063,103656770,Orion,814.7,Alakazam,Alakazam,1,1,140
Grimmsnarl,55565063,103658070,Matsu,880.0,Grimmsnarl+Froslass,Grimmsnarl,0,0,229
Grimmsnarl,55565063,103648389,TsuMakoto,744.0,Froslass+Starmie+Cinderace,other,0,1,133
Grimmsnarl,55565063,103648080,Twe Dyo,771.2,Archaludon+Cinderace,Archaludon,1,1,199
Grimmsnarl,55565063,103636070,haonan zhengh,790.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,167
Grimmsnarl,55565063,103624480,laomei chen,762.9,Alakazam,Alakazam,1,0,181
Grimmsnarl,55565063,103614337,Tyler H,728.2,Lucario+Ogerpon,other,1,1,135
Grimmsnarl,55565063,103602341,nori8774,774.2,Kangaskhan,Kangaskhan,0,1,212
Grimmsnarl,55565063,103597981,A M,762.3,Alakazam,Alakazam,0,1,194
Grimmsnarl,55565063,103591098,kuromoka,834.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,198
Grimmsnarl,55565063,103579532,smithhoo,542.5,Lucario,Lucario,0,0,190
Grimmsnarl,55565063,103575598,sinoyuta,708.9,Archaludon+Cinderace,Archaludon,1,1,164
Grimmsnarl,55565063,103563457,tc-al,945.5,Ogerpon,Ogerpon,0,0,181
Grimmsnarl,55565063,103564045,Minal kharat123,504.9,(other),other,0,0,182
Grimmsnarl,55565063,103554280,rian,879.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,179
Grimmsnarl,55565063,103551155,Amr Yasser,822.9,Grimmsnarl+Froslass,Grimmsnarl,0,0,203
Grimmsnarl,55565063,103546539,Machine_e1,838.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,187
Grimmsnarl,55565063,103543907,Dick Jessen William,780.3,(other),other,1,1,135
Grimmsnarl,55565063,103540921,Yuta,816.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,185
Grimmsnarl,55565063,103528924,Praxel,822.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,185
Grimmsnarl,55565063,103517416,Daksh Bhalala,828.2,Grimmsnarl+Froslass,Grimmsnarl,0,0,147
